medicine_id_ndc,year_month,generic_medicine_name,brand_name,manufacturer_name,dosage_amount,dosage_unit,medication_form,order_unit_description,units_per_order_unit,is_order_unit_openable,price_per_unit_usd,beginning_inventory_units,units_received_this_month,ending_inventory_units,restock_events_count,units_used_this_month,average_daily_usage_units,monthly_usage_trend,usage_variability_flag,currently_backordered,available_suppliers,historically_stocked
96511-4164-61,2025-10,metformin,Metformin,Aurobindo,500.0,mg,tablets,bottle,30,True,0.77,6299,5924,6998,4,5225,169,stable,False,False,"Cardinal, McKesson",True
96511-4164-61,2025-11,metformin,Metformin,Aurobindo,500.0,mg,tablets,bottle,30,True,0.77,6998,4980,6655,3,5323,177,stable,False,False,"Cardinal, McKesson",True
96511-4164-61,2025-12,metformin,Metformin,Aurobindo,500.0,mg,tablets,bottle,30,True,0.77,6655,5505,7037,3,5123,165,stable,False,False,"Cardinal, McKesson",True
88193-8119-54,2025-01,epinephrine,Epinephrine,Hikma,1.0,mg/ml,syringe,box,10,True,58.79,599,120,338,3,381,12,stable,False,False,"Cardinal, AmerisourceBergen, McKesson",True
88193-8119-54,2025-02,epinephrine,Epinephrine,Hikma,1.0,mg/ml,syringe,box,10,True,58.79,338,1950,1150,5,1138,41,increasing,False,False,"Cardinal, AmerisourceBergen, McKesson",True
88193-8119-54,2025-03,epinephrine,Epinephrine,Hikma,1.0,mg/ml,syringe,box,10,True,58.79,1150,0,797,0,353,11,decreasing,False,False,"Cardinal, AmerisourceBergen, McKesson",True
88193-8119-54,2025-04,epinephrine,Epinephrine,Hikma,1.0,mg/ml,syringe,box,10,True,58.79,797,0,449,0,348,12,stable,False,False,"Cardinal, AmerisourceBergen, McKesson",True
88193-8119-54,2025-05,epinephrine,Epinephrine,Hikma,1.0,mg/ml,syringe,box,10,True,58.79,449,333,432,4,350,11,stable,False,False,"Cardinal, AmerisourceBergen, McKesson",True
88193-8119-54,2025-06,epinephrine,Epinephrine,Hikma,1.0,mg/ml,syringe,box,10,True,58.79,432,1356,688,5,1100,37,increasing,False,False,"Cardinal, AmerisourceBergen, McKesson",True
88193-8119-54,2025-07,epinephrine,Epinephrine,Hikma,1.0,mg/ml,syringe,box,10,True,58.79,688,340,687,3,341,11,decreasing,False,False,"Cardinal, AmerisourceBergen, McKesson",True
88193-8119-54,2025-08,epinephrine,Epinephrine,Hikma,1.0,mg/ml,syringe,box,10,True,58.79,687,0,342,0,345,11,stable,False,False,"Cardinal, AmerisourceBergen, McKesson",True
88193-8119-54,2025-09,epinephrine,Epinephrine,Hikma,1.0,mg/ml,syringe,box,10,True,58.79,342,11,6,2,347,12,stable,False,True,"Cardinal, AmerisourceBergen, McKesson",True
88193-8119-54,2025-10,epinephrine,Epinephrine,Hikma,1.0,mg/ml,syringe,box,10,True,58.79,6,740,383,5,363,12,stable,False,False,"Cardinal, AmerisourceBergen, McKesson",True
88193-8119-54,2025-11,epinephrine,Epinephrine,Hikma,1.0,mg/ml,syringe,box,10,True,58.79,383,420,466,3,337,11,stable,False,False,"Cardinal, AmerisourceBergen, McKesson",True
88193-8119-54,2025-12,epinephrine,Epinephrine,Hikma,1.0,mg/ml,syringe,box,10,True,58.79,466,360,479,5,347,11,stable,False,False,"Cardinal, AmerisourceBergen, McKesson",True
26334-5920-74,2025-01,pantoprazole,PantoprazoleAid,Baxter,40.0,mg,tablets,bottle,180,True,0.28,6623,1800,3821,4,4602,148,stable,False,False,"AmerisourceBergen, Cardinal",True
26334-5920-74,2025-02,pantoprazole,PantoprazoleAid,Baxter,40.0,mg,tablets,bottle,180,True,0.28,3821,5940,4962,5,4799,171,stable,False,False,"AmerisourceBergen, Cardinal",True
26334-5920-74,2025-03,pantoprazole,PantoprazoleAid,Baxter,40.0,mg,tablets,bottle,180,True,0.28,4962,5220,4536,5,5646,182,increasing,False,False,"AmerisourceBergen, Cardinal",True
26334-5920-74,2025-04,pantoprazole,PantoprazoleAid,Baxter,40.0,mg,tablets,bottle,180,True,0.28,4536,7560,6930,4,5166,172,stable,False,False,"AmerisourceBergen, Cardinal",True
26334-5920-74,2025-05,pantoprazole,PantoprazoleAid,Baxter,40.0,mg,tablets,bottle,180,True,0.28,6930,5040,5599,4,6371,206,increasing,False,False,"AmerisourceBergen, Cardinal",True
26334-5920-74,2025-06,pantoprazole,PantoprazoleAid,Baxter,40.0,mg,tablets,bottle,180,True,0.28,5599,7020,6373,4,6246,208,stable,False,False,"AmerisourceBergen, Cardinal",True
26334-5920-74,2025-07,pantoprazole,PantoprazoleAid,Baxter,40.0,mg,tablets,bottle,180,True,0.28,6373,7920,8086,3,6207,200,stable,False,False,"AmerisourceBergen, Cardinal",True
26334-5920-74,2025-08,pantoprazole,PantoprazoleAid,Baxter,40.0,mg,tablets,bottle,180,True,0.28,8086,5040,5812,5,7314,236,increasing,False,False,"AmerisourceBergen, Cardinal",True
26334-5920-74,2025-09,pantoprazole,PantoprazoleAid,Baxter,40.0,mg,tablets,bottle,180,True,0.28,5812,8100,6717,4,7195,240,stable,False,False,"AmerisourceBergen, Cardinal",True
26334-5920-74,2025-10,pantoprazole,PantoprazoleAid,Baxter,40.0,mg,tablets,bottle,180,True,0.28,6717,9301,8371,4,7647,247,stable,False,False,"AmerisourceBergen, Cardinal",True
26334-5920-74,2025-11,pantoprazole,PantoprazoleAid,Baxter,40.0,mg,tablets,bottle,180,True,0.28,8371,6300,7350,5,7321,244,stable,False,False,"AmerisourceBergen, Cardinal",True
26334-5920-74,2025-12,pantoprazole,PantoprazoleAid,Baxter,40.0,mg,tablets,bottle,180,True,0.28,7350,7740,7948,5,7142,230,stable,False,False,"AmerisourceBergen, Cardinal",True
81819-1006-48,2025-01,ondansetron,OndansetronPro,Apotex,8.0,mg,injection_vials,box,25,True,63.29,217,232,261,2,188,6,stable,False,False,"McKesson, Cardinal",True
81819-1006-48,2025-02,ondansetron,OndansetronPro,Apotex,8.0,mg,injection_vials,box,25,True,63.29,261,175,255,4,181,6,stable,False,False,"McKesson, Cardinal",True
81819-1006-48,2025-03,ondansetron,OndansetronPro,Apotex,8.0,mg,injection_vials,box,25,True,63.29,255,125,184,1,196,6,stable,False,False,"McKesson, Cardinal",True
81819-1006-48,2025-04,ondansetron,OndansetronPro,Apotex,8.0,mg,injection_vials,box,25,True,63.29,184,242,225,4,201,7,stable,False,False,"McKesson, Cardinal",True
81819-1006-48,2025-05,ondansetron,OndansetronPro,Apotex,8.0,mg,injection_vials,box,25,True,63.29,225,300,286,5,239,8,increasing,False,False,"McKesson, Cardinal",True
81819-1006-48,2025-06,ondansetron,OndansetronPro,Apotex,8.0,mg,injection_vials,box,25,True,63.29,286,150,202,4,234,8,stable,False,False,"McKesson, Cardinal",True
81819-1006-48,2025-07,ondansetron,OndansetronPro,Apotex,8.0,mg,injection_vials,box,25,True,63.29,202,425,350,3,277,9,increasing,False,False,"McKesson, Cardinal",True
81819-1006-48,2025-08,ondansetron,OndansetronPro,Apotex,8.0,mg,injection_vials,box,25,True,63.29,350,310,374,4,286,9,stable,False,False,"McKesson, Cardinal",True
81819-1006-48,2025-09,ondansetron,OndansetronPro,Apotex,8.0,mg,injection_vials,box,25,True,63.29,374,200,316,3,258,9,stable,False,False,"McKesson, Cardinal",True
81819-1006-48,2025-10,ondansetron,OndansetronPro,Apotex,8.0,mg,injection_vials,box,25,True,63.29,316,275,316,4,275,9,stable,False,False,"McKesson, Cardinal",True
81819-1006-48,2025-11,ondansetron,OndansetronPro,Apotex,8.0,mg,injection_vials,box,25,True,63.29,316,250,268,4,298,10,stable,False,False,"McKesson, Cardinal",True
81819-1006-48,2025-12,ondansetron,OndansetronPro,Apotex,8.0,mg,injection_vials,box,25,True,63.29,268,400,376,4,292,9,stable,False,False,"McKesson, Cardinal",True
97012-6491-21,2025-01,clopidogrel,Clopidogrel,Fresenius Kabi,75.0,mg,tablets,bottle,120,True,0.27,9392,600,4832,3,5160,166,stable,False,False,AmerisourceBergen,True
97012-6491-21,2025-02,clopidogrel,Clopidogrel,Fresenius Kabi,75.0,mg,tablets,bottle,120,True,0.27,4832,1440,0,5,12952,463,increasing,False,False,AmerisourceBergen,True
97012-6491-21,2025-03,clopidogrel,Clopidogrel,Fresenius Kabi,75.0,mg,tablets,bottle,120,True,0.27,0,10440,6347,3,4093,132,decreasing,False,False,AmerisourceBergen,True
97012-6491-21,2025-04,clopidogrel,Clopidogrel,Fresenius Kabi,75.0,mg,tablets,bottle,120,True,0.27,6347,1440,116,3,14025,468,increasing,False,False,AmerisourceBergen,True
97012-6491-21,2025-05,clopidogrel,Clopidogrel,Fresenius Kabi,75.0,mg,tablets,bottle,120,True,0.27,116,10200,7024,4,3292,106,decreasing,False,False,AmerisourceBergen,True
97012-6491-21,2025-06,clopidogrel,Clopidogrel,Fresenius Kabi,75.0,mg,tablets,bottle,120,True,0.27,7024,0,3476,0,3548,118,stable,False,False,AmerisourceBergen,True
97012-6491-21,2025-07,clopidogrel,Clopidogrel,Fresenius Kabi,75.0,mg,tablets,bottle,120,True,0.27,3476,4320,4593,5,3203,103,stable,False,False,AmerisourceBergen,True
97012-6491-21,2025-08,clopidogrel,Clopidogrel,Fresenius Kabi,75.0,mg,tablets,bottle,120,True,0.27,4593,2040,3874,5,2759,89,decreasing,False,False,AmerisourceBergen,True
97012-6491-21,2025-09,clopidogrel,Clopidogrel,Fresenius Kabi,75.0,mg,tablets,bottle,120,True,0.27,3874,568,2087,1,2355,78,decreasing,False,False,AmerisourceBergen,True
97012-6491-21,2025-10,clopidogrel,Clopidogrel,Fresenius Kabi,75.0,mg,tablets,bottle,120,True,0.27,2087,3840,3137,4,2790,90,increasing,False,False,AmerisourceBergen,True
97012-6491-21,2025-11,clopidogrel,Clopidogrel,Fresenius Kabi,75.0,mg,tablets,bottle,120,True,0.27,3137,0,206,0,2454,82,decreasing,False,True,AmerisourceBergen,True
97012-6491-21,2025-12,clopidogrel,Clopidogrel,Fresenius Kabi,75.0,mg,tablets,bottle,120,True,0.27,206,5040,2903,4,2343,76,stable,False,False,AmerisourceBergen,True
60328-9099-61,2025-01,metformin,Metformin ,Sandoz,850.0,mg,tablets,bottle,60,True,0.54,5359,1200,3259,5,3300,106,stable,False,False,McKesson,True
60328-9099-61,2025-02,metformin,Metformin ,Sandoz,850.0,mg,tablets,bottle,60,True,0.54,3259,3060,2920,5,3399,121,stable,False,False,McKesson,True
60328-9099-61,2025-03,metformin,Metformin ,Sandoz,850.0,mg,tablets,bottle,60,True,0.54,2920,5460,4667,5,3713,120,stable,False,False,McKesson,True
60328-9099-61,2025-04,metformin,Metformin ,Sandoz,850.0,mg,tablets,bottle,60,True,0.54,4667,2340,3491,3,3516,117,stable,False,False,McKesson,True
60328-9099-61,2025-05,metformin,Metformin ,Sandoz,850.0,mg,tablets,bottle,60,True,0.54,3491,3180,3306,4,3365,109,stable,False,False,McKesson,True
60328-9099-61,2025-06,metformin,Metformin ,Sandoz,850.0,mg,tablets,bottle,60,True,0.54,3306,4112,4095,4,3323,111,stable,False,False,McKesson,True
60328-9099-61,2025-07,metformin,Metformin ,Sandoz,850.0,mg,tablets,bottle,60,True,0.54,4095,2880,3692,3,3283,106,stable,False,False,McKesson,True
60328-9099-61,2025-08,metformin,Metformin ,Sandoz,850.0,mg,tablets,bottle,60,True,0.54,3692,1320,1388,5,3624,117,increasing,False,True,McKesson,True
60328-9099-61,2025-09,metformin,Metformin ,Sandoz,850.0,mg,tablets,bottle,60,True,0.54,1388,6600,4646,5,3342,111,stable,False,False,McKesson,True
60328-9099-61,2025-10,metformin,Metformin ,Sandoz,850.0,mg,tablets,bottle,60,True,0.54,4646,2520,3967,3,3199,103,stable,False,False,McKesson,True
60328-9099-61,2025-11,metformin,Metformin ,Sandoz,850.0,mg,tablets,bottle,60,True,0.54,3967,3480,4078,5,3369,112,stable,False,False,McKesson,True
60328-9099-61,2025-12,metformin,Metformin ,Sandoz,850.0,mg,tablets,bottle,60,True,0.54,4078,4260,4725,5,3613,117,stable,False,False,McKesson,True
25906-8478-27,2025-01,enoxaparin,Enoxaparin,Fresenius Kabi,100.0,mg,syringe,box,20,True,327.58,368,20,182,1,206,7,stable,False,False,"AmerisourceBergen, Cardinal",True
25906-8478-27,2025-02,enoxaparin,Enoxaparin,Fresenius Kabi,100.0,mg,syringe,box,20,True,327.58,182,304,5,5,208,7,stable,False,False,"AmerisourceBergen, Cardinal",True
25906-8478-27,2025-03,enoxaparin,Enoxaparin,Fresenius Kabi,100.0,mg,syringe,box,20,True,327.58,5,409,213,4,201,6,stable,False,False,"AmerisourceBergen, Cardinal",True
25906-8478-27,2025-04,enoxaparin,Enoxaparin,Fresenius Kabi,100.0,mg,syringe,box,20,True,327.58,213,240,260,5,193,6,stable,False,False,"AmerisourceBergen, Cardinal",True
25906-8478-27,2025-05,enoxaparin,Enoxaparin,Fresenius Kabi,100.0,mg,syringe,box,20,True,327.58,260,163,185,4,238,8,increasing,False,False,"AmerisourceBergen, Cardinal",True
25906-8478-27,2025-06,enoxaparin,Enoxaparin,Fresenius Kabi,100.0,mg,syringe,box,20,True,327.58,185,280,248,3,217,7,stable,False,False,"AmerisourceBergen, Cardinal",True
25906-8478-27,2025-07,enoxaparin,Enoxaparin,Fresenius Kabi,100.0,mg,syringe,box,20,True,327.58,248,180,219,3,209,7,stable,False,False,"AmerisourceBergen, Cardinal",True
25906-8478-27,2025-08,enoxaparin,Enoxaparin,Fresenius Kabi,100.0,mg,syringe,box,20,True,327.58,219,240,217,4,242,8,increasing,False,False,"AmerisourceBergen, Cardinal",True
25906-8478-27,2025-09,enoxaparin,Enoxaparin,Fresenius Kabi,100.0,mg,syringe,box,20,True,327.58,217,320,289,4,248,8,stable,False,False,"AmerisourceBergen, Cardinal",True
25906-8478-27,2025-10,enoxaparin,Enoxaparin,Fresenius Kabi,100.0,mg,syringe,box,20,True,327.58,289,200,230,3,259,8,stable,False,False,"AmerisourceBergen, Cardinal",True
25906-8478-27,2025-11,enoxaparin,Enoxaparin,Fresenius Kabi,100.0,mg,syringe,box,20,True,327.58,230,420,374,3,276,9,stable,False,False,"AmerisourceBergen, Cardinal",True
25906-8478-27,2025-12,enoxaparin,Enoxaparin,Fresenius Kabi,100.0,mg,syringe,box,20,True,327.58,374,314,393,5,295,10,stable,False,False,"AmerisourceBergen, Cardinal",True
78327-8939-90,2025-01,hydrocortisone,Hydrocortisone,Aurobindo,2.5,units/ml,topical,tube,12,True,4.96,129,99,110,3,118,4,stable,False,False,Cardinal,True
78327-8939-90,2025-02,hydrocortisone,Hydrocortisone,Aurobindo,2.5,units/ml,topical,tube,12,True,4.96,110,132,134,3,108,4,stable,False,False,Cardinal,True
78327-8939-90,2025-03,hydrocortisone,Hydrocortisone,Aurobindo,2.5,units/ml,topical,tube,12,True,4.96,134,28,57,2,105,3,stable,False,False,Cardinal,True
78327-8939-90,2025-04,hydrocortisone,Hydrocortisone,Aurobindo,2.5,units/ml,topical,tube,12,True,4.96,57,151,97,4,111,4,stable,False,False,Cardinal,True
78327-8939-90,2025-05,hydrocortisone,Hydrocortisone,Aurobindo,2.5,units/ml,topical,tube,12,True,4.96,97,120,131,3,86,3,decreasing,False,False,Cardinal,True
78327-8939-90,2025-06,hydrocortisone,Hydrocortisone,Aurobindo,2.5,units/ml,topical,tube,12,True,4.96,131,336,170,5,297,10,increasing,False,False,Cardinal,True
78327-8939-90,2025-07,hydrocortisone,Hydrocortisone,Aurobindo,2.5,units/ml,topical,tube,12,True,4.96,170,60,147,1,83,3,decreasing,False,False,Cardinal,True
78327-8939-90,2025-08,hydrocortisone,Hydrocortisone,Aurobindo,2.5,units/ml,topical,tube,12,True,4.96,147,24,88,2,83,3,stable,False,False,Cardinal,True
78327-8939-90,2025-09,hydrocortisone,Hydrocortisone,Aurobindo,2.5,units/ml,topical,tube,12,True,4.96,88,48,4,3,75,2,stable,False,False,Cardinal,True
78327-8939-90,2025-10,hydrocortisone,Hydrocortisone,Aurobindo,2.5,units/ml,topical,tube,12,True,4.96,4,168,101,5,71,2,stable,False,False,Cardinal,True
78327-8939-90,2025-11,hydrocortisone,Hydrocortisone,Aurobindo,2.5,units/ml,topical,tube,12,True,4.96,101,0,47,0,54,2,decreasing,False,False,Cardinal,True
78327-8939-90,2025-12,hydrocortisone,Hydrocortisone,Aurobindo,2.5,units/ml,topical,tube,12,True,4.96,47,96,80,3,63,2,increasing,False,False,Cardinal,True
18418-7797-62,2025-01,dexamethasone,Dexamethasone,Mylan,4.0,mg/ml,tablets,bottle,60,True,0.35,3600,3540,4098,4,3042,98,stable,False,False,"AmerisourceBergen, Cardinal",True
18418-7797-62,2025-02,dexamethasone,Dexamethasone,Mylan,4.0,mg/ml,tablets,bottle,60,True,0.35,4098,1200,2361,3,2937,105,stable,False,False,"AmerisourceBergen, Cardinal",True
18418-7797-62,2025-03,dexamethasone,Dexamethasone,Mylan,4.0,mg/ml,tablets,bottle,60,True,0.35,2361,4500,3681,3,3180,103,stable,False,False,"AmerisourceBergen, Cardinal",True
18418-7797-62,2025-04,dexamethasone,Dexamethasone,Mylan,4.0,mg/ml,tablets,bottle,60,True,0.35,3681,2160,2687,4,3154,105,stable,False,False,"AmerisourceBergen, Cardinal",True
18418-7797-62,2025-05,dexamethasone,Dexamethasone,Mylan,4.0,mg/ml,tablets,bottle,60,True,0.35,2687,3745,3344,4,3088,100,stable,False,False,"AmerisourceBergen, Cardinal",True
18418-7797-62,2025-06,dexamethasone,Dexamethasone,Mylan,4.0,mg/ml,tablets,bottle,60,True,0.35,3344,2280,2623,3,3001,100,stable,False,False,"AmerisourceBergen, Cardinal",True
18418-7797-62,2025-07,dexamethasone,Dexamethasone,Mylan,4.0,mg/ml,tablets,bottle,60,True,0.35,2623,3720,3154,4,3189,103,stable,False,False,"AmerisourceBergen, Cardinal",True
18418-7797-62,2025-08,dexamethasone,Dexamethasone,Mylan,4.0,mg/ml,tablets,bottle,60,True,0.35,3154,2700,2720,3,3134,101,stable,False,False,"AmerisourceBergen, Cardinal",True
18418-7797-62,2025-09,dexamethasone,Dexamethasone,Mylan,4.0,mg/ml,tablets,bottle,60,True,0.35,2720,2640,2578,4,2782,93,decreasing,False,False,"AmerisourceBergen, Cardinal",True
18418-7797-62,2025-10,dexamethasone,Dexamethasone,Mylan,4.0,mg/ml,tablets,bottle,60,True,0.35,2578,3420,3048,5,2950,95,stable,False,False,"AmerisourceBergen, Cardinal",True
18418-7797-62,2025-11,dexamethasone,Dexamethasone,Mylan,4.0,mg/ml,tablets,bottle,60,True,0.35,3048,3480,3706,4,2822,94,stable,False,False,"AmerisourceBergen, Cardinal",True
18418-7797-62,2025-12,dexamethasone,Dexamethasone,Mylan,4.0,mg/ml,tablets,bottle,60,True,0.35,3706,2400,3136,5,2970,96,stable,False,False,"AmerisourceBergen, Cardinal",True
73993-4595-44,2025-01,enoxaparin,Enoxaparin,Sun Pharma,100.0,mg,syringe,box,20,True,126.23,731,1720,1353,3,1098,35,stable,False,False,"Cardinal, McKesson",True
73993-4595-44,2025-02,enoxaparin,Enoxaparin,Sun Pharma,100.0,mg,syringe,box,20,True,126.23,1353,0,883,0,470,17,decreasing,False,False,"Cardinal, McKesson",True
73993-4595-44,2025-03,enoxaparin,Enoxaparin,Sun Pharma,100.0,mg,syringe,box,20,True,126.23,883,165,600,4,448,14,stable,False,False,"Cardinal, McKesson",True
73993-4595-44,2025-04,enoxaparin,Enoxaparin,Sun Pharma,100.0,mg,syringe,box,20,True,126.23,600,380,574,4,406,14,stable,False,False,"Cardinal, McKesson",True
73993-4595-44,2025-05,enoxaparin,Enoxaparin,Sun Pharma,100.0,mg,syringe,box,20,True,126.23,574,200,433,5,341,11,decreasing,False,False,"Cardinal, McKesson",True
73993-4595-44,2025-06,enoxaparin,Enoxaparin,Sun Pharma,100.0,mg,syringe,box,20,True,126.23,433,360,430,5,363,12,stable,False,False,"Cardinal, McKesson",True
73993-4595-44,2025-07,enoxaparin,Enoxaparin,Sun Pharma,100.0,mg,syringe,box,20,True,126.23,430,360,440,4,350,11,stable,False,False,"Cardinal, McKesson",True
73993-4595-44,2025-08,enoxaparin,Enoxaparin,Sun Pharma,100.0,mg,syringe,box,20,True,126.23,440,180,321,3,299,10,decreasing,False,False,"Cardinal, McKesson",True
73993-4595-44,2025-09,enoxaparin,Enoxaparin,Sun Pharma,100.0,mg,syringe,box,20,True,126.23,321,320,369,3,272,9,stable,False,False,"Cardinal, McKesson",True
73993-4595-44,2025-10,enoxaparin,Enoxaparin,Sun Pharma,100.0,mg,syringe,box,20,True,126.23,369,20,7,2,248,8,stable,False,True,"Cardinal, McKesson",True
73993-4595-44,2025-11,enoxaparin,Enoxaparin,Sun Pharma,100.0,mg,syringe,box,20,True,126.23,7,520,298,4,229,8,stable,False,False,"Cardinal, McKesson",True
73993-4595-44,2025-12,enoxaparin,Enoxaparin,Sun Pharma,100.0,mg,syringe,box,20,True,126.23,298,220,299,3,219,7,stable,False,False,"Cardinal, McKesson",True
66179-3223-69,2025-01,omeprazole,OmeprazoleXR,Novartis,20.0,mcg/ml,capsule,bottle,180,True,0.32,8475,0,4347,0,4128,133,stable,False,False,McKesson,True
66179-3223-69,2025-02,omeprazole,OmeprazoleXR,Novartis,20.0,mcg/ml,capsule,bottle,180,True,0.32,4347,3240,3471,5,4116,147,stable,False,False,McKesson,True
66179-3223-69,2025-03,omeprazole,OmeprazoleXR,Novartis,20.0,mcg/ml,capsule,bottle,180,True,0.32,3471,7020,5919,5,4572,147,increasing,False,False,McKesson,True
66179-3223-69,2025-04,omeprazole,OmeprazoleXR,Novartis,20.0,mcg/ml,capsule,bottle,180,True,0.32,5919,5040,6363,3,4596,153,stable,False,False,McKesson,True
66179-3223-69,2025-05,omeprazole,OmeprazoleXR,Novartis,20.0,mcg/ml,capsule,bottle,180,True,0.32,6363,4500,6163,5,4700,152,stable,False,False,McKesson,True
66179-3223-69,2025-06,omeprazole,OmeprazoleXR,Novartis,20.0,mcg/ml,capsule,bottle,180,True,0.32,6163,3960,5578,4,4545,152,stable,False,False,McKesson,True
66179-3223-69,2025-07,omeprazole,OmeprazoleXR,Novartis,20.0,mcg/ml,capsule,bottle,180,True,0.32,5578,4140,5521,4,4197,135,stable,False,False,McKesson,True
66179-3223-69,2025-08,omeprazole,OmeprazoleXR,Novartis,20.0,mcg/ml,capsule,bottle,180,True,0.32,5521,3960,5111,5,4370,141,stable,False,False,McKesson,True
66179-3223-69,2025-09,omeprazole,OmeprazoleXR,Novartis,20.0,mcg/ml,capsule,bottle,180,True,0.32,5111,4860,5482,3,4489,150,stable,False,False,McKesson,True
66179-3223-69,2025-10,omeprazole,OmeprazoleXR,Novartis,20.0,mcg/ml,capsule,bottle,180,True,0.32,5482,4860,5874,4,4468,144,stable,False,False,McKesson,True
66179-3223-69,2025-11,omeprazole,OmeprazoleXR,Novartis,20.0,mcg/ml,capsule,bottle,180,True,0.32,5874,3420,5102,4,4192,140,stable,False,False,McKesson,True
66179-3223-69,2025-12,omeprazole,OmeprazoleXR,Novartis,20.0,mcg/ml,capsule,bottle,180,True,0.32,5102,4680,5512,4,4270,138,stable,False,False,McKesson,True
80702-1853-54,2025-01,dexamethasone,Dexamethasone,Lupin,10.0,mg/ml,tablets,bottle,30,True,0.08,2828,0,1652,0,1176,38,stable,True,False,AmerisourceBergen,True
80702-1853-54,2025-02,dexamethasone,Dexamethasone,Lupin,10.0,mg/ml,tablets,bottle,30,True,0.08,1652,1350,1497,3,1505,54,increasing,True,False,AmerisourceBergen,True
80702-1853-54,2025-03,dexamethasone,Dexamethasone,Lupin,10.0,mg/ml,tablets,bottle,30,True,0.08,1497,2100,2056,3,1541,50,stable,True,False,AmerisourceBergen,True
80702-1853-54,2025-04,dexamethasone,Dexamethasone,Lupin,10.0,mg/ml,tablets,bottle,30,True,0.08,2056,1050,1401,5,1705,57,increasing,True,False,AmerisourceBergen,True
80702-1853-54,2025-05,dexamethasone,Dexamethasone,Lupin,10.0,mg/ml,tablets,bottle,30,True,0.08,1401,2719,2388,3,1732,56,stable,True,False,AmerisourceBergen,True
80702-1853-54,2025-06,dexamethasone,Dexamethasone,Lupin,10.0,mg/ml,tablets,bottle,30,True,0.08,2388,660,1636,4,1412,47,decreasing,True,False,AmerisourceBergen,True
80702-1853-54,2025-07,dexamethasone,Dexamethasone,Lupin,10.0,mg/ml,tablets,bottle,30,True,0.08,1636,240,37,2,1560,50,increasing,True,True,AmerisourceBergen,True
80702-1853-54,2025-08,dexamethasone,Dexamethasone,Lupin,10.0,mg/ml,tablets,bottle,30,True,0.08,37,3372,1885,3,1524,49,stable,True,False,AmerisourceBergen,True
80702-1853-54,2025-09,dexamethasone,Dexamethasone,Lupin,10.0,mg/ml,tablets,bottle,30,True,0.08,1885,840,1284,4,1441,48,stable,True,False,AmerisourceBergen,True
80702-1853-54,2025-10,dexamethasone,Dexamethasone,Lupin,10.0,mg/ml,tablets,bottle,30,True,0.08,1284,2155,1845,5,1594,51,increasing,True,False,AmerisourceBergen,True
80702-1853-54,2025-11,dexamethasone,Dexamethasone,Lupin,10.0,mg/ml,tablets,bottle,30,True,0.08,1845,1170,1627,3,1388,46,decreasing,True,False,AmerisourceBergen,True
80702-1853-54,2025-12,dexamethasone,Dexamethasone,Lupin,10.0,mg/ml,tablets,bottle,30,True,0.08,1627,3270,2652,3,2245,72,increasing,True,False,AmerisourceBergen,True
72070-2874-82,2025-01,metformin,MetforminMax,Teva,500.0,mg,tablets,bottle,60,True,0.57,2026,0,921,0,1105,36,stable,False,False,Cardinal,True
72070-2874-82,2025-02,metformin,MetforminMax,Teva,500.0,mg,tablets,bottle,60,True,0.57,921,1200,1014,5,1107,40,stable,False,False,Cardinal,True
72070-2874-82,2025-03,metformin,MetforminMax,Teva,500.0,mg,tablets,bottle,60,True,0.57,1014,1269,1263,4,1020,33,stable,False,False,Cardinal,True
72070-2874-82,2025-04,metformin,MetforminMax,Teva,500.0,mg,tablets,bottle,60,True,0.57,1263,300,595,2,968,32,stable,False,False,Cardinal,True
72070-2874-82,2025-05,metformin,MetforminMax,Teva,500.0,mg,tablets,bottle,60,True,0.57,595,1560,1165,5,990,32,stable,False,False,Cardinal,True
72070-2874-82,2025-06,metformin,MetforminMax,Teva,500.0,mg,tablets,bottle,60,True,0.57,1165,780,1118,4,827,28,decreasing,False,False,Cardinal,True
72070-2874-82,2025-07,metformin,MetforminMax,Teva,500.0,mg,tablets,bottle,60,True,0.57,1118,360,732,4,746,24,stable,False,False,Cardinal,True
72070-2874-82,2025-08,metformin,MetforminMax,Teva,500.0,mg,tablets,bottle,60,True,0.57,732,540,656,2,616,20,decreasing,False,False,Cardinal,True
72070-2874-82,2025-09,metformin,MetforminMax,Teva,500.0,mg,tablets,bottle,60,True,0.57,656,600,608,3,648,22,stable,False,False,Cardinal,True
72070-2874-82,2025-10,metformin,MetforminMax,Teva,500.0,mg,tablets,bottle,60,True,0.57,608,720,738,5,590,19,stable,False,False,Cardinal,True
72070-2874-82,2025-11,metformin,MetforminMax,Teva,500.0,mg,tablets,bottle,60,True,0.57,738,480,638,3,580,19,stable,False,False,Cardinal,True
72070-2874-82,2025-12,metformin,MetforminMax,Teva,500.0,mg,tablets,bottle,60,True,0.57,638,406,573,4,471,15,decreasing,False,False,Cardinal,True
59192-7498-35,2025-01,meropenem,Meropenem,Novartis,500.0,mg,injection_vials,box,50,True,142.62,211,0,108,0,103,3,stable,False,False,AmerisourceBergen,True
59192-7498-35,2025-02,meropenem,Meropenem,Novartis,500.0,mg,injection_vials,box,50,True,142.62,108,100,104,2,104,4,stable,False,False,AmerisourceBergen,True
59192-7498-35,2025-03,meropenem,Meropenem,Novartis,500.0,mg,injection_vials,box,50,True,142.62,104,150,149,2,105,3,stable,False,False,AmerisourceBergen,True
