time_of_entry,medicine_id_ndc,generic_medicine_name,brand_name,manufacturer_name,dosage_amount,dosage_unit,medication_form,order_unit_description,units_per_order_unit,is_order_unit_openable,price_per_unit_usd,last_restock_date,restock_frequency,quantity_last_restock_units,current_on_hand_units,historically_stocked,currently_backordered,available_suppliers,stock_update_reason,daily_usage_avg_units,monthly_usage_total_units,high_usage_variability,is_anomaly,anomaly_type
2026-01-17 20:57:00,24796-6758-62,hydrocortisone,Solu-Cortef,Aurobindo Pharma,100.0,mg/ml,eye_drops,bottle,1,true,6.64,2025-12-21,weekly,42,44,true,false,"McKesson, Medline",RECEIVED,3.83,115,false,false,
2026-01-18 02:47:00,87402-7773-31,hydrocortisone,Cortef,GlaxoSmithKline,200.0,mcg,aerosol,canister,1,false,54.86,2025-12-06,weekly,34,5,true,true,"AmerisourceBergen, Cardinal Health, Henry Schein",RECEIVED,2.93,88,false,true,NEAR_STOCKOUT
2026-01-17 04:35:00,73783-2873-76,spironolactone,Aldactone,Alcon,4.0,g,capsule,bottle,180,true,0.36,2025-12-06,weekly,180,39,true,false,"Henry Schein, McKesson, Value Drug",DISPENSED,7.53,226,false,false,
2026-01-17 02:46:00,86122-1003-97,spironolactone,Aldactone,Apotex Corp.,20.0,mg,powder,vial,1,true,7.71,2025-12-21,weekly,58,8,true,false,"AmerisourceBergen, Cardinal Health",DISPENSED,4.3,129,false,false,
2026-01-18 07:27:00,21703-1133-79,pantoprazole,Pantoloc,Hikma Pharmaceuticals,125.0,mg,capsule,box,50,true,0.54,2025-12-21,weekly,50,35,true,false,Concordance,DISPENSED,4.47,134,false,false,
2026-01-18 01:35:00,66585-7459-81,insulin regular,Humulin R,GlaxoSmithKline,100.0,mcg,powder,vial,1,true,9.24,2025-12-14,weekly,25,6,true,false,"AmerisourceBergen, Medline",DISPENSED,2.43,73,false,false,
2026-01-18 05:15:00,27600-1190-10,isoniazid,Nydrazid,Baxter Healthcare,5.0,mg/ml,injection_vials,box,25,true,113.1,2025-12-07,weekly,60,39,true,false,"McKesson, Value Drug",RECEIVED,4.2,126,false,false,
2026-01-18 03:20:00,65590-8373-50,vancomycin,Vancocin,Amneal Pharmaceuticals,500.0,mcg,aerosol,canister,1,false,23.03,2025-12-21,weekly,181,121,true,false,"Cardinal Health, Henry Schein",DISPENSED,12.7,381,false,false,
2026-01-16 19:40:00,24832-8889-89,isoniazid,Nydrazid,Sandoz Inc.,125.0,mg,capsule,bottle,1000,true,0.14,2025-12-14,weekly,1000,18,true,false,"AmerisourceBergen, Medline",DISPENSED,2.93,88,false,false,
2026-01-17 06:06:00,50959-1864-44,tacrolimus,Prograf,Zydus Pharmaceuticals,1000.0,mg,tablets,bottle,30,true,0.06,2025-12-14,weekly,30,24,false,false,"AmerisourceBergen, Medline",RECEIVED,1.28,38,false,false,
2026-01-18 09:29:00,83886-5267-08,gentamicin,Garamycin,Sandoz Inc.,80.0,mg,tablets,bottle,90,true,0.51,2025-12-06,weekly,90,15,true,true,"Cardinal Health, Medline",DISPENSED,16.43,493,true,true,USAGE_SPIKE
2026-01-18 08:02:00,11861-2827-78,fentanyl,Sublimaze,Amneal Pharmaceuticals,20.0,mg/ml,eye_drops,bottle,1,true,6.41,2025-12-08,weekly,45,49,true,false,AmerisourceBergen,RECEIVED,5.0,150,false,false,
2026-01-17 16:37:00,21062-3376-77,morphine sulfate,Duramorph,Cipla USA,50.0,units/ml,injection_vials,box,25,true,12.91,2025-12-14,weekly,65,68,true,false,"Cardinal Health, McKesson",RECEIVED,6.2,186,false,false,
2026-01-17 16:50:00,16884-3745-60,insulin glargine,Lantus,Lupin Pharmaceuticals,12.5,mg,powder,vial,1,true,9.16,2025-12-14,weekly,22,15,true,false,"AmerisourceBergen, Henry Schein",DISPENSED,2.2,66,false,false,
2026-01-16 17:16:00,60070-6172-68,cyclosporine,Sandimmune,Teva Pharmaceuticals,250.0,mg,powder,box,10,true,18.39,2025-12-22,weekly,26,8,true,false,"AmerisourceBergen, Value Drug",DISPENSED,1.97,59,true,false,
2026-01-17 06:34:00,70438-4961-94,fluticasone,Flonase,Novartis Pharmaceuticals,150.0,mg,powder,box,10,true,30.04,2025-12-07,weekly,14,3,true,true,"Cardinal Health, Value Drug",DISPENSED,1.17,35,false,false,
2026-01-16 17:54:00,56073-4594-93,linezolid,Zyvox,Cipla USA,250.0,mg,tablets,bottle,100,true,0.28,2025-12-20,weekly,100,22,true,false,"AmerisourceBergen, McKesson",DISPENSED,4.47,134,false,false,
2026-01-17 13:39:00,59277-4027-15,clindamycin,Cleocin,Apotex Corp.,20.0,units/ml,iv_bags,case,12,false,28.84,2025-12-14,weekly,216,76,true,false,Cardinal Health,DISPENSED,15.53,466,false,false,
2026-01-18 09:41:00,46344-2022-49,tacrolimus,Prograf,Novartis Pharmaceuticals,10.0,mg,tablets,bottle,30,true,0.6,2025-12-14,weekly,65,24,true,false,McKesson,DISPENSED,4.93,148,false,false,
2026-01-17 08:20:00,38624-2740-57,sitagliptin,Januvia,Pfizer Inc.,50.0,mg/ml,injection_vials,box,10,true,7.79,2025-12-20,weekly,41,24,true,false,AmerisourceBergen,DISPENSED,3.17,95,false,false,
2026-01-18 00:35:00,29871-6403-51,sodium chloride,Normal Saline,Sandoz Inc.,20.0,mcg/ml,iv_bags,case,24,false,5.41,2025-12-07,weekly,369,2,true,false,"AmerisourceBergen, Medline",DISPENSED,26.2,786,false,true,NEAR_STOCKOUT
2026-01-17 06:57:00,17234-2485-47,clindamycin,Cleocin,Sanofi,150.0,mg,topical,tube,1,true,14.11,2025-12-13,weekly,7,3,false,false,"Cardinal Health, Henry Schein, McKesson",DISPENSED,0.72,22,false,false,
2026-01-16 20:56:00,73766-2390-81,glipizide,Glucotrol,Pfizer Inc.,125.0,mg,powder,vial,1,true,56.65,2025-12-20,weekly,21,2,true,false,McKesson,DISPENSED,2.0,60,false,true,NEAR_STOCKOUT
2026-01-17 13:30:00,54265-1701-52,mupirocin,Bactroban,Teva Pharmaceuticals,5.0,mg,tablets,bottle,1000,true,3.39,2025-12-15,weekly,1000,11,true,false,"AmerisourceBergen, Cardinal Health, Henry Schein",DISPENSED,4.1,123,true,false,
2026-01-17 20:40:00,11882-3822-81,albuterol,ProAir HFA,Amneal Pharmaceuticals,5.0,mg/ml,injection_vials,vial,1,true,81.32,2025-12-13,weekly,109,62,true,false,"AmerisourceBergen, McKesson",DISPENSED,9.37,281,false,false,
2026-01-17 06:36:00,54216-7586-42,rifampin,Rifadin,Apotex Corp.,200.0,mcg,topical,tube,1,true,6.53,2025-12-08,weekly,15,5,true,false,"Cardinal Health, Value Drug",DISPENSED,1.43,43,false,false,
2026-01-18 08:57:00,32026-7060-71,azithromycin,Zithromax,Novartis Pharmaceuticals,50.0,mg/ml,syringe,box,10,true,32.79,2025-12-06,weekly,194,74,true,false,"AmerisourceBergen, Cardinal Health",DISPENSED,17.93,538,false,false,
2026-01-17 16:01:00,47189-7819-89,acetaminophen,Tylenol,Apotex Corp.,1000.0,mg,topical,box,12,true,14.95,2025-12-06,weekly,132,70,true,false,"AmerisourceBergen, Cardinal Health",DISPENSED,14.13,424,false,false,
2026-01-17 23:30:00,55593-7861-01,diltiazem,Cardizem,Amneal Pharmaceuticals,80.0,mg,aerosol,canister,1,false,18.66,2025-12-20,weekly,20,17,true,false,"Concordance, Medline, Value Drug",DISPENSED,2.0,60,false,false,
2026-01-17 21:48:00,29558-8772-64,semaglutide,Ozempic,Novartis Pharmaceuticals,12.5,mg,tablets,bottle,30,true,0.18,2025-12-22,weekly,58,41,true,false,"Cardinal Health, McKesson",DISPENSED,4.47,134,false,false,
2026-01-17 13:32:00,73577-9436-15,cephalexin,Keflex,Dr. Reddy's Laboratories,1.0,mg/ml,syringe,box,10,true,15.62,2025-12-07,weekly,17,18,true,false,"Cardinal Health, McKesson",RECEIVED,1.83,55,false,false,
2026-01-17 21:57:00,36208-7152-29,hydrocortisone,Cortef,Pfizer Inc.,200.0,mg,tablets,bottle,500,true,0.57,2025-12-21,weekly,500,32,true,false,Concordance,DISPENSED,8.97,269,false,false,
2026-01-17 03:45:00,36504-6503-17,warfarin,Coumadin,Lupin Pharmaceuticals,125.0,mcg,aerosol,canister,1,false,31.95,2025-12-06,weekly,18,13,true,false,McKesson,RECEIVED,2.3,69,true,true,USAGE_SPIKE
2026-01-17 06:30:00,21334-7745-67,sertraline,Zoloft,Sun Pharmaceutical,1.0,g,capsule,bottle,100,true,0.19,2025-12-07,weekly,100,5,true,true,"AmerisourceBergen, Cardinal Health, Medline",DISPENSED,8.53,256,false,true,NEAR_STOCKOUT
2026-01-17 01:49:00,14406-7974-68,amoxicillin,Amoxil,Aurobindo Pharma,100.0,mcg/ml,eye_drops,bottle,1,true,22.14,2025-12-06,weekly,27,27,true,true,"AmerisourceBergen, Cardinal Health",RECEIVED,1.93,58,false,false,
2026-01-17 17:55:00,12087-8860-86,clindamycin phosphate,Cleocin Phosphate,GlaxoSmithKline,50.0,mcg,aerosol,canister,1,false,45.56,2025-12-07,weekly,16,3,true,false,"AmerisourceBergen, Henry Schein, McKesson",DISPENSED,1.87,56,false,false,
2026-01-17 10:49:00,60446-6454-68,ketorolac,Toradol,B. Braun Medical,10.0,mg,powder,vial,1,true,32.79,2025-12-14,weekly,208,166,true,false,"AmerisourceBergen, Medline",DISPENSED,20.4,612,true,true,USAGE_SPIKE
2026-01-17 06:22:00,70994-1669-47,timolol,Timoptic,Sandoz Inc.,125.0,mg,powder,vial,1,true,16.24,2025-12-08,weekly,31,16,true,false,"AmerisourceBergen, Henry Schein",DISPENSED,2.9,87,false,false,
2026-01-17 19:22:00,37498-4693-42,sodium chloride,Normal Saline,Alcon,200.0,units/ml,injection_vials,box,50,true,16.4,2025-12-08,weekly,446,339,true,false,Cardinal Health,RECEIVED,32.37,971,false,false,
2026-01-18 04:42:00,34687-8501-12,metoprolol,Toprol-XL,Accord Healthcare,10.0,mg,capsule,bottle,90,true,0.91,2025-12-13,weekly,133,79,true,false,Medline,DISPENSED,13.33,400,false,false,
2026-01-16 19:54:00,27305-8764-45,semaglutide,Ozempic,GlaxoSmithKline,750.0,mg,capsule,bottle,30,true,0.17,2025-12-13,weekly,30,1,false,false,Concordance,DISPENSED,1.67,50,false,true,USAGE_SPIKE
2026-01-17 21:21:00,81888-8295-59,hydrocortisone,Solu-Cortef,Sun Pharmaceutical,500.0,mg,tablets,bottle,90,true,0.43,2025-12-13,weekly,94,63,true,false,"Cardinal Health, Henry Schein",WASTE,8.1,243,false,false,
2026-01-16 19:42:00,32984-3514-21,rivaroxaban,Xarelto,B. Braun Medical,25.0,mg,powder,vial,1,true,25.54,2025-12-21,weekly,25,14,true,false,"AmerisourceBergen, Cardinal Health",DISPENSED,1.9,57,false,false,
2026-01-17 20:08:00,79945-5940-16,insulin glargine,Lantus,Eli Lilly and Company,25.0,mg,capsule,box,50,true,0.81,2025-12-13,weekly,50,15,true,false,"Concordance, McKesson, Value Drug",DISPENSED,2.93,88,false,false,
2026-01-18 09:19:00,97410-3409-73,gentamicin,Garamycin,GlaxoSmithKline,4.0,g,capsule,bottle,500,true,0.49,2025-12-15,weekly,500,23,true,true,AmerisourceBergen,DISPENSED,2.8,84,false,false,
2026-01-17 04:24:00,56844-2515-42,amiodarone,Cordarone,Amneal Pharmaceuticals,250.0,mcg,topical,tube,1,true,2.28,2025-12-06,weekly,13,3,true,false,"Cardinal Health, Concordance",DISPENSED,7.6,228,true,true,USAGE_SPIKE
2026-01-18 10:53:00,17346-6915-51,naloxone,Narcan,Fresenius Kabi,500.0,mg,powder,vial,1,true,13.44,2025-12-14,weekly,37,7,true,false,"Cardinal Health, McKesson",DISPENSED,3.03,91,false,false,
2026-01-16 22:19:00,47831-3683-94,empagliflozin,Jardiance,Alcon,3.0,g,topical,box,12,true,6.75,2025-12-07,weekly,52,32,true,false,AmerisourceBergen,DISPENSED,4.8,144,false,false,
2026-01-18 09:49:00,59253-2449-01,norepinephrine,Levophed,Apotex Corp.,200.0,units/ml,iv_bags,case,12,false,23.46,2025-12-13,weekly,58,24,true,false,"AmerisourceBergen, McKesson",DISPENSED,5.97,179,false,false,
2026-01-18 04:49:00,70745-4678-04,amoxicillin,Amoxil,Sun Pharmaceutical,750.0,mg,tablets,box,20,true,0.08,2025-12-14,weekly,34,5,true,true,"AmerisourceBergen, Henry Schein, Medline",DISPENSED,2.8,84,false,true,NEAR_STOCKOUT
2026-01-17 23:38:00,88497-6927-75,clindamycin,Cleocin,Aurobindo Pharma,0.5,g,capsule,bottle,240,true,0.17,2025-12-15,weekly,240,57,true,true,"Cardinal Health, Henry Schein, Medline",DISPENSED,13.1,393,false,false,
2026-01-16 14:45:00,56843-3675-07,cyclosporine,Sandimmune,Accord Healthcare,75.0,mcg,tablets,bottle,240,true,0.06,2025-12-07,weekly,240,23,true,false,Cardinal Health,DISPENSED,4.73,142,false,false,
2026-01-17 07:42:00,81265-6285-41,semaglutide,Ozempic,Takeda Pharmaceuticals,75.0,mcg,aerosol,box,24,false,14.51,2025-12-14,weekly,29,18,true,false,"McKesson, Medline",DISPENSED,2.7,81,false,false,
2026-01-17 08:11:00,54605-3671-14,nitroglycerin,Nitrostat,Eli Lilly and Company,200.0,mg,tablets,bottle,1000,true,1.1,2025-12-20,weekly,1000,851,true,false,"AmerisourceBergen, Medline",RECEIVED,11.53,346,false,false,
2026-01-17 10:48:00,25278-3150-03,vancomycin,Vancocin,Hikma Pharmaceuticals,2.0,mg/ml,iv_bags,case,12,false,203.98,2025-12-07,weekly,247,86,true,false,"Cardinal Health, Value Drug",DISPENSED,17.87,536,false,false,
2026-01-17 14:23:00,39697-6036-17,clindamycin,Cleocin,Baxter Healthcare,20.0,units/ml,iv_bags,bag,1,false,66.83,2025-12-21,weekly,241,245,true,false,"McKesson, Medline",DISPENSED,27.43,823,true,true,USAGE_SPIKE
2026-01-16 18:11:00,18683-5942-86,atorvastatin,Lipitor,Pfizer Inc.,0.5,g,topical,tube,1,true,1.94,2025-12-20,weekly,112,82,true,false,"Cardinal Health, Concordance, McKesson",RECEIVED,11.1,333,true,false,
2026-01-17 04:27:00,76179-2119-13,potassium chloride,Klor-Con,Eli Lilly and Company,10.0,mg/ml,eye_drops,box,6,true,16.09,2025-12-06,weekly,10,11,true,false,"McKesson, Value Drug",RECEIVED,0.97,29,false,false,
2026-01-17 22:34:00,67627-2758-24,empagliflozin,Jardiance,Eli Lilly and Company,25.0,mg,topical,box,12,true,5.51,2025-12-13,weekly,63,4,true,true,"Cardinal Health, Henry Schein",DISPENSED,7.5,225,false,true,NEAR_STOCKOUT
2026-01-16 17:22:00,60434-5646-59,gabapentin,Neurontin,Apotex Corp.,2.0,mg/ml,eye_drops,box,12,true,40.72,2025-12-07,weekly,39,36,true,false,Cardinal Health,RECEIVED,3.87,116,false,true,PRICE_OUTLIER
2026-01-16 14:44:00,98092-2723-51,metoprolol,Toprol-XL,Hospira (Pfizer),100.0,mg/ml,eye_drops,bottle,1,true,18.27,2025-12-08,weekly,234,259,true,false,Cardinal Health,RECEIVED,20.77,623,false,false,
2026-01-17 22:01:00,36248-7623-16,diazepam,Valium,Eli Lilly and Company,100.0,mg,aerosol,canister,1,false,10.05,2025-12-15,weekly,27,24,true,false,"AmerisourceBergen, Henry Schein",RECEIVED,1.9,57,false,false,
2026-01-17 10:40:00,73508-9379-36,insulin regular,Novolin R,Zydus Pharmaceuticals,200.0,mcg,aerosol,canister,1,false,7.71,2025-12-13,weekly,2,2,false,false,AmerisourceBergen,DISPENSED,0.3,9,false,false,
2026-01-17 20:37:00,60152-6356-20,apixaban,Eliquis,Aurobindo Pharma,25.0,mg,powder,vial,1,true,4.36,2025-12-06,weekly,21,14,true,false,"AmerisourceBergen, Medline",DISPENSED,1.7,51,false,false,
2026-01-18 05:37:00,80848-9955-03,mupirocin,Bactroban,Cipla USA,25.0,mg/ml,injection_vials,box,10,true,23.74,2025-12-13,weekly,55,18,true,false,"Cardinal Health, McKesson",DISPENSED,4.23,127,false,false,
2026-01-17 20:03:00,60997-8986-98,vasopressin,Vasostrict,Aurobindo Pharma,80.0,mg,capsule,bottle,500,true,0.31,2025-12-08,weekly,500,11,true,false,"AmerisourceBergen, Henry Schein",DISPENSED,5.23,157,false,false,
2026-01-16 21:00:00,18050-1461-76,lactated ringers,Lactated Ringer's,Takeda Pharmaceuticals,100.0,mg,aerosol,canister,1,false,7.94,2025-12-14,weekly,414,300,true,false,"Henry Schein, Medline",WASTE,40.17,1205,false,false,
2026-01-17 19:24:00,40752-6113-76,linezolid,Zyvox,Sandoz Inc.,50.0,mg,capsule,bottle,60,true,0.1,2025-12-13,weekly,60,64,true,false,McKesson,RECEIVED,6.67,200,false,false,
2026-01-17 00:35:00,87068-1364-41,pantoprazole,Pantoloc,Novartis Pharmaceuticals,300.0,mg,capsule,bottle,240,true,0.32,2025-12-15,weekly,752,391,true,false,"McKesson, Medline",DISPENSED,61.37,1841,false,true,USAGE_SPIKE
2026-01-17 00:48:00,80232-4507-37,dorzolamide,Trusopt,Lupin Pharmaceuticals,10.0,units/ml,syringe,box,20,true,80.33,2025-12-07,weekly,27,8,true,false,"AmerisourceBergen, Concordance, McKesson",DISPENSED,3.0,90,false,false,
2026-01-16 12:19:00,49309-8092-85,insulin glargine,Lantus,Lupin Pharmaceuticals,500.0,mcg,capsule,bottle,100,true,0.2,2025-12-14,weekly,105,106,true,false,AmerisourceBergen,RECEIVED,7.3,219,false,false,
2026-01-16 12:07:00,45118-9728-79,semaglutide,Ozempic,Sun Pharmaceutical,250.0,mg,topical,box,12,true,20.24,2025-12-08,weekly,34,14,true,false,"AmerisourceBergen, Cardinal Health",DISPENSED,2.53,76,false,false,
2026-01-17 06:58:00,93090-4335-53,glipizide,Glucotrol,Hikma Pharmaceuticals,10.0,mg,powder,vial,1,true,11.98,2025-12-15,weekly,34,10,true,false,Medline,DISPENSED,2.33,70,false,false,
2026-01-16 15:18:00,65314-1606-26,amiodarone,Cordarone,GlaxoSmithKline,50.0,mg/ml,eye_drops,bottle,1,true,10.67,2025-12-20,weekly,13,11,true,false,Henry Schein,RECEIVED,1.0,30,false,false,
2026-01-18 00:29:00,51144-5882-09,warfarin,Jantoven,Teva Pharmaceuticals,10.0,mg,capsule,box,50,true,0.26,2025-12-15,weekly,103,34,true,false,"McKesson, Value Drug",DISPENSED,8.03,241,false,false,
2026-01-17 09:19:00,78846-5125-64,mycophenolate,CellCept,Cipla USA,1000.0,mg,tablets,box,20,true,0.36,2025-12-06,weekly,40,29,true,false,"Cardinal Health, Henry Schein",RECEIVED,2.9,87,false,false,
2026-01-16 12:36:00,45985-8200-53,lisinopril,Prinivil,Baxter Healthcare,10.0,mg/ml,syringe,box,50,true,16.86,2025-12-21,weekly,50,43,true,false,"AmerisourceBergen, McKesson",DISPENSED,5.7,171,false,false,
2026-01-16 20:26:00,50392-1345-83,furosemide,Lasix,Eli Lilly and Company,125.0,mg,capsule,box,100,true,0.11,2025-12-22,weekly,249,76,true,false,"Cardinal Health, Henry Schein, Medline",WASTE,18.8,564,true,false,
2026-01-17 15:19:00,60917-1128-51,isoniazid,Nydrazid,Dr. Reddy's Laboratories,250.0,mcg,topical,box,12,true,40.25,2025-12-13,weekly,48,26,true,false,"Cardinal Health, Henry Schein, McKesson",RECEIVED,4.53,136,false,false,
2026-01-17 09:20:00,74447-8718-95,sitagliptin,Januvia,Sandoz Inc.,10.0,mg,capsule,bottle,180,true,0.4,2025-12-07,weekly,230,156,true,false,"AmerisourceBergen, Henry Schein, Medline",RECEIVED,19.67,590,false,false,
2026-01-17 09:24:00,94066-4010-81,hydrocortisone,Solu-Cortef,B. Braun Medical,5.0,mg,topical,tube,1,true,6.12,2025-12-06,weekly,33,7,true,false,McKesson,DISPENSED,2.7,81,false,false,
2026-01-18 07:11:00,69177-8837-95,famotidine,Pepcid,Amneal Pharmaceuticals,100.0,mg,capsule,bottle,90,true,0.3,2025-12-08,weekly,90,83,true,false,"Cardinal Health, Henry Schein, McKesson",RECEIVED,2.43,73,false,false,
2026-01-17 00:05:00,94817-4747-12,piperacillin-tazobactam,Zosyn,Teva Pharmaceuticals,4.0,g,topical,box,6,true,4.7,2025-12-15,weekly,24,21,true,false,"McKesson, Medline, Value Drug",DISPENSED,2.43,73,false,false,
2026-01-18 11:57:00,98291-9096-16,norepinephrine,Levophed,Takeda Pharmaceuticals,3.0,g,tablets,bottle,100,true,0.96,2025-12-21,weekly,100,24,true,false,AmerisourceBergen,DISPENSED,5.73,172,false,false,
2026-01-18 07:42:00,13771-5754-34,gabapentin,Neurontin,Hikma Pharmaceuticals,20.0,mg,tablets,bottle,500,true,3.74,2025-12-21,weekly,500,19,true,false,"McKesson, Medline",WASTE,4.7,141,false,false,
2026-01-17 09:21:00,88275-5198-10,levofloxacin,Levaquin,B. Braun Medical,200.0,mg,tablets,bottle,30,true,1.13,2025-12-21,weekly,121,132,true,false,"AmerisourceBergen, Cardinal Health, Medline",RECEIVED,9.9,297,true,false,
2026-01-17 15:27:00,49650-7466-86,amoxicillin,Amoxil,Novartis Pharmaceuticals,150.0,mg,tablets,bottle,1000,true,0.24,2025-12-22,weekly,1000,96,true,false,AmerisourceBergen,DISPENSED,14.87,446,true,false,
2026-01-17 19:24:00,15788-3095-64,vasopressin,Vasostrict,Baxter Healthcare,150.0,mcg,aerosol,box,12,false,13.3,2025-12-07,weekly,25,14,true,false,"Cardinal Health, Concordance, Medline",DISPENSED,1.9,57,false,false,
2026-01-17 20:41:00,82833-8208-07,diazepam,Valium,Alcon,1.0,g,tablets,bottle,30,true,0.1,2025-12-20,weekly,34,13,true,false,Cardinal Health,WASTE,4.2,126,true,false,
2026-01-16 22:12:00,73596-8499-64,mupirocin,Bactroban,Accord Healthcare,750.0,mg,topical,tube,1,true,8.42,2025-12-06,weekly,12,5,true,true,McKesson,DISPENSED,0.9,27,false,true,NEAR_STOCKOUT
2026-01-17 18:46:00,78945-3958-54,spironolactone,Aldactone,Sun Pharmaceutical,10.0,units/ml,syringe,syringe,1,true,33.13,2025-12-21,weekly,27,18,true,false,"Henry Schein, McKesson",DISPENSED,2.4,72,false,false,
2026-01-16 18:00:00,70323-8861-59,prednisone,Deltasone,Sanofi,2.0,mg/ml,injection_vials,box,50,true,4.75,2025-12-08,weekly,50,0,false,false,Concordance,DISPENSED,1.09,33,false,true,NEAR_STOCKOUT
2026-01-18 05:43:00,47087-6294-08,pantoprazole,Protonix,Fresenius Kabi,1000.0,mcg,tablets,bottle,1000,true,0.18,2025-12-07,weekly,1000,98,true,false,Cardinal Health,DISPENSED,16.63,499,false,false,
2026-01-17 20:14:00,94825-3525-16,dulaglutide,Trulicity,Janssen Pharmaceuticals,80.0,mg,topical,tube,1,true,8.14,2025-12-15,weekly,14,6,true,false,"Cardinal Health, McKesson, Medline",DISPENSED,1.3,39,false,false,
2026-01-17 18:19:00,88687-7931-12,morphine sulfate,MS Contin,Janssen Pharmaceuticals,1000.0,mg,capsule,box,30,true,0.37,2025-12-06,weekly,127,67,true,false,"AmerisourceBergen, McKesson",DISPENSED,11.03,331,false,false,
2026-01-17 07:15:00,48103-8671-56,tramadol,Ultram,Aurobindo Pharma,2.0,mg/ml,injection_vials,vial,1,true,72.21,2025-12-14,weekly,133,39,true,false,McKesson,DISPENSED,9.6,288,false,false,
2026-01-17 13:59:00,77294-2763-66,gentamicin,Garamycin,Dr. Reddy's Laboratories,5.0,mg,powder,vial,1,true,5.12,2025-12-21,weekly,25,21,true,false,"AmerisourceBergen, Cardinal Health",DISPENSED,2.7,81,false,false,
2026-01-17 20:58:00,61505-1741-11,ciprofloxacin,Cipro,Hospira (Pfizer),400.0,mcg/ml,iv_bags,case,24,false,81.46,2025-12-14,weekly,124,71,true,false,"AmerisourceBergen, Cardinal Health",WASTE,9.13,274,false,false,
2026-01-16 15:42:00,98265-2742-56,diltiazem,Cardizem,Hospira (Pfizer),20.0,mg/ml,syringe,box,5,true,13.03,2025-12-13,weekly,105,50,true,false,AmerisourceBergen,DISPENSED,8.03,241,false,false,
2026-01-17 19:41:00,98316-7471-39,propofol,Diprivan,GlaxoSmithKline,125.0,mg,powder,vial,1,true,3.22,2025-12-20,weekly,71,16,true,false,Henry Schein,DISPENSED,5.37,161,false,false,
2026-01-16 13:35:00,21284-5930-99,midazolam,Versed,Lupin Pharmaceuticals,10.0,mg/ml,syringe,box,25,true,34.87,2025-12-13,weekly,134,98,true,false,"AmerisourceBergen, Cardinal Health, McKesson",DISPENSED,16.43,493,true,false,
2026-01-17 11:12:00,64484-9121-95,levofloxacin,Levaquin,Sanofi,200.0,mg,capsule,bottle,1000,true,0.65,2025-12-13,weekly,1000,1,true,true,"AmerisourceBergen, Medline",DISPENSED,8.97,269,false,true,NEAR_STOCKOUT
2026-01-16 19:31:00,72041-2915-64,lisinopril,Zestril,Dr. Reddy's Laboratories,50.0,mg/ml,eye_drops,box,24,true,18.02,2025-12-14,weekly,223,71,true,false,Cardinal Health,DISPENSED,18.1,543,false,false,
2026-01-17 02:01:00,96108-8675-17,enoxaparin,Lovenox,Amneal Pharmaceuticals,500.0,units/ml,injection_vials,box,100,true,92.25,2025-12-15,weekly,309,104,true,false,"Cardinal Health, Value Drug",DISPENSED,20.9,627,true,true,USAGE_SPIKE
2026-01-17 09:44:00,49800-4845-27,dextrose,Dextrose,Pfizer Inc.,300.0,mg,aerosol,canister,1,false,17.93,2025-12-21,weekly,568,440,true,false,"Henry Schein, McKesson",DISPENSED,43.2,1296,false,false,
2026-01-18 02:11:00,39372-8968-34,lorazepam,Ativan,Amneal Pharmaceuticals,750.0,mg,capsule,box,30,true,0.27,2025-12-22,weekly,33,5,true,false,McKesson,DISPENSED,3.73,112,false,true,NEAR_STOCKOUT
2026-01-16 19:55:00,90028-2669-72,losartan,Cozaar,Takeda Pharmaceuticals,12.5,mg,topical,tube,1,true,9.91,2025-12-20,weekly,31,10,true,false,"Concordance, McKesson",DISPENSED,3.57,107,false,false,
2026-01-16 20:15:00,26119-4307-57,ceftriaxone,Rocephin,Lupin Pharmaceuticals,20.0,mg,powder,box,10,true,6.92,2025-12-21,weekly,60,49,true,false,AmerisourceBergen,RECEIVED,7.37,221,false,false,
2026-01-17 10:25:00,65275-4738-18,isoniazid,Nydrazid,Baxter Healthcare,500.0,mg,topical,box,12,true,3.27,2025-12-14,weekly,18,1,true,true,"AmerisourceBergen, Medline, Value Drug",RECEIVED,1.93,58,false,true,NEAR_STOCKOUT
2026-01-17 06:22:00,66894-2007-51,ibuprofen,Motrin,Janssen Pharmaceuticals,20.0,units/ml,syringe,box,10,true,19.72,2025-12-06,weekly,85,79,true,false,"Henry Schein, Medline, Value Drug",RECEIVED,6.43,193,false,false,
2026-01-16 20:23:00,11035-5583-68,vancomycin,Vancocin,Alcon,125.0,mg,topical,tube,1,true,4.61,2025-12-22,weekly,66,45,true,false,"Concordance, Medline",DISPENSED,4.63,139,false,false,
2026-01-17 22:36:00,21046-1605-69,insulin glargine,Basaglar,Takeda Pharmaceuticals,20.0,mg/ml,syringe,box,10,true,33.24,2025-12-08,weekly,50,35,true,false,McKesson,RECEIVED,3.53,106,false,false,
2026-01-16 23:16:00,87660-5238-31,dextrose,Dextrose,Teva Pharmaceuticals,200.0,units/ml,syringe,box,20,true,26.71,2025-12-07,weekly,389,277,true,false,McKesson,DISPENSED,34.63,1039,false,false,
2026-01-17 19:49:00,69394-6553-31,apixaban,Eliquis,Accord Healthcare,2.5,mg,tablets,box,100,true,0.21,2025-12-08,weekly,109,123,true,false,"AmerisourceBergen, Cardinal Health, Medline",RECEIVED,11.5,345,true,false,
